NOx	Pb	O3	CO	longitude	CH4	TEMP	PAHs	warning	SO2	NH3	CFCs	C2H3NO5	PM2.5	PRES	PM10	H2CO	latitude
10.64188	47.85197	6.74213	8.41216	71.67164	8.58682	8.10539	4.75777	1.00000	8.93785	6.62483	57.89461	2.58413	9.35242	1161.33919	7.19312	32.83617	30.29184
9.75505	52.74783	5.84327	7.70822	70.91106	6.83338	22.30389	5.74981	1.00000	7.38633	9.47547	82.55562	2.98317	9.14978	1173.82242	6.37969	75.60207	29.38242
7.09758	59.61548	10.23160	8.00279	120.33063	7.86947	1.85781	8.37814	1.00000	7.83973	7.79815	68.90737	4.09647	5.60873	1059.06366	8.02671	49.39177	37.65181
7.70964	54.70777	8.73358	4.68704	76.03889	8.52117	11.27977	6.92005	1.00000	7.35814	10.55520	72.15217	3.02995	9.99701	1062.79615	6.97897	66.03865	18.18158
7.05900	45.09616	7.91359	6.04439	31.33078	7.57832	19.56857	5.68773	0.00000	8.30467	7.36059	73.17182	2.16397	5.93923	1161.14825	6.85810	30.92084	47.56494
3.97388	62.76178	7.69186	6.34542	2.18247	5.60737	16.62576	5.08070	0.00000	7.87224	8.38865	81.27055	2.93629	5.27949	1144.46577	6.71423	15.86073	41.41204
9.97410	81.84910	6.75526	7.17444	59.4839	6.16780	6.32003	5.41062	1.00000	8.28142	8.02671	55.25286	2.27773	10.27371	1165.66171	5.94090	49.96355	58.7002
6.86934	34.51720	9.59825	6.41137	-87.70172	6.65924	22.95359	5.26016	0.00000	6.32799	9.88706	60.87556	2.25847	5.77419	1067.92938	5.67759	42.05279	41.72059
5.99977	22.86626	7.28428	7.69432	-3.59625	9.10164	10.00950	6.81239	1.00000	7.39401	6.10154	62.80403	3.10429	6.44722	1084.48390	7.44032	51.48119	5.27247
6.62994	37.00376	11.18867	1.89280	-58.70072	6.49166	-5.42142	8.98453	1.00000	7.70114	10.19890	57.85268	6.60305	9.34233	1071.31981	8.44578	48.71712	-34.74785
7.48728	43.54060	5.18465	9.60374	18.30056	7.04029	9.62965	9.97558	1.00000	6.94953	6.87033	78.78982	19.27419	7.23942	1082.73889	9.59409	63.88699	50.5107
5.66397	53.15117	8.94358	8.11493	24.99798	7.03756	8.69777	7.49307	0.00000	9.06774	8.17660	65.93438	8.52214	7.05292	1195.69997	8.44750	52.64206	-8.73508
7.99940	21.46306	6.76070	8.70916	-100.88023	8.30522	19.29668	11.06284	1.00000	7.97316	8.68504	82.96103	7.26863	8.22262	1079.10607	8.48825	39.39475	20.21322
7.99721	60.57340	4.90261	10.09501	-71.19901	8.55238	10.78800	9.51319	1.00000	7.19248	6.53729	59.05507	8.73730	6.95390	1093.92398	8.57272	58.98523	-30.60106
7.83913	34.58503	7.09597	9.21498	-37.07167	5.92279	39.07383	8.38092	1.00000	7.77500	4.09728	71.18655	3.42170	6.31874	1182.19262	7.15542	35.08184	-10.91111
10.26263	52.11237	8.53047	5.83726	122.05228	6.95497	7.59291	6.82250	1.00000	7.26123	6.67549	67.65333	3.98223	8.68279	1164.57940	7.79395	49.32409	37.19723
7.49936	59.05983	11.02175	9.10646	-6.03731	6.98311	31.59627	8.54556	0.00000	7.72513	8.25262	74.28466	4.45704	5.59034	1147.41569	8.06456	44.91254	37.35813
7.07121	53.91553	8.01803	7.77142	-74.28459	7.03273	7.04056	8.20910	1.00000	7.33384	6.70319	75.66703	8.44611	6.11448	1166.61879	8.75781	40.16144	40.5576
10.03602	35.59161	7.75511	7.39205	98.6738	8.00852	17.55269	6.88291	1.00000	8.70501	8.44869	67.09829	1.37532	5.67618	1141.66863	6.23280	19.95520	3.7278
9.53811	44.41203	8.35807	4.72882	-87.66561	7.49457	15.43907	7.12309	1.00000	7.67245	9.40500	78.45721	1.24056	9.81545	1064.85978	6.40242	57.68214	41.8542
7.53829	58.99326	12.04397	8.95731	-86.19903	8.57630	9.42355	6.00752	0.00000	5.95533	9.39508	75.19261	3.14301	4.19513	1072.29526	7.20401	39.95658	11.84962
8.47077	42.04226	4.85050	9.30612	49.62251	7.75636	-2.46536	8.05432	1.00000	8.35561	6.34016	62.46288	3.67955	6.09074	1189.98836	7.01983	39.39561	27.0174
5.68675	59.60999	6.74418	8.28012	-116.37697	8.35528	12.68235	7.75325	1.00000	7.07030	4.84313	63.99127	1.43853	8.64723	1109.11455	6.42527	71.56155	33.72255
4.87566	60.99720	5.21721	5.61786	72.93924	6.47832	16.87839	7.26468	0.00000	7.56008	11.84218	70.08625	12.64871	6.13518	1173.12428	9.16448	55.03941	18.87813
7.35397	45.08618	5.26481	9.13235	24.99798	7.12383	3.87814	9.17228	1.00000	9.06610	8.00412	71.10571	2.16928	6.77493	1057.96377	7.04488	29.62371	-8.73508
9.65371	52.02398	9.09176	6.41284	151.08057	6.28418	29.56080	5.89760	1.00000	8.38707	7.88555	69.86518	12.68208	8.45289	1096.07431	9.18999	47.71129	-33.79176
5.98126	25.93324	9.29722	7.91883	-101.2591	9.11339	10.23680	7.22235	0.00000	6.63467	8.61185	71.36576	2.46830	5.60383	1051.01527	6.59787	54.95873	21.01858
6.12728	25.26039	8.50099	5.94536	-80.38297	6.47913	18.78164	5.93206	0.00000	6.90076	6.14817	57.85082	2.56573	6.89656	1107.39235	7.07841	49.11767	42.8334
6.60347	48.31022	12.22234	5.95624	84.63445	7.09344	14.82918	3.59653	0.00000	5.39041	5.39215	53.25471	0.97941	3.89740	1122.89622	5.93858	54.18274	24.81757
10.50389	50.32101	7.73280	8.01034	84.13864	7.24093	15.82561	5.32069	1.00000	7.81898	6.75735	71.78472	3.91570	7.91262	1104.61860	7.61692	34.51903	22.88783
5.66717	33.45670	6.39955	9.14066	102.42587	7.38852	35.98212	9.67884	1.00000	8.46821	5.87069	70.61257	5.49198	6.58684	1172.15992	7.87269	45.77683	15.58552
7.24302	47.23425	6.48034	8.37565	72.93924	5.92959	17.43583	8.83029	1.00000	5.10550	7.63870	65.54020	2.58651	6.73640	1064.62280	6.20690	39.90912	18.87813
7.41716	56.18939	5.01717	10.04424	48.26258	9.75650	21.23214	10.14419	1.00000	5.78636	6.62657	69.05871	4.88488	4.56552	1103.94164	7.78332	41.06994	33.86419
4.01887	58.29239	9.58180	6.80458	-80.38297	6.58695	19.76893	8.45702	1.00000	7.48629	5.67710	65.86721	2.12370	7.66767	1062.97675	6.24071	47.66769	42.8334
6.07432	54.08479	9.49127	7.62872	-121.75689	6.57212	2.84920	6.83893	0.00000	7.13789	8.36722	76.69424	2.46634	5.84312	1131.07553	6.44040	63.46099	36.91023
6.72416	55.30580	6.47030	8.84485	22.53083	9.94220	8.09918	8.65020	1.00000	7.39822	5.59927	62.58089	6.27075	5.06612	1190.51629	8.33129	67.88133	44.22639
10.77555	63.50354	8.99251	6.87205	-71.06616	5.35526	25.13016	5.83936	1.00000	8.97789	6.10188	69.90355	2.46166	7.97152	1156.96545	6.37295	77.17354	42.4251
6.51582	50.10791	11.76320	6.42659	123.758	4.70048	34.12994	4.98636	0.00000	6.57975	5.05267	66.78136	3.32689	5.12263	1055.17738	7.02551	55.28277	10.20898
7.86689	56.70514	12.01261	8.94668	-63.90389	8.00189	17.88174	7.82446	0.00000	8.77528	8.00077	68.19848	5.93785	3.30563	1069.96475	8.16741	45.12482	-8.76194
7.68138	63.41875	9.66604	5.58375	-0.36053	8.64500	-1.11475	6.84294	0.00000	7.63148	8.29030	73.32816	4.92774	6.53398	1098.80397	7.99837	75.95954	51.64316
5.99324	55.41135	10.34049	5.76499	-85.76942	7.09539	6.61234	6.64477	1.00000	7.89004	10.13487	68.73499	3.77878	7.11003	1163.38601	7.23987	48.13243	39.78504
5.00103	54.90377	7.03713	7.80415	-35.03333	8.43883	12.18864	7.63175	1.00000	5.89851	5.48678	66.50592	8.91773	5.40120	1091.17597	8.59114	45.62144	-8.28333
5.61094	64.34355	6.02374	9.52822	-2.16	7.42352	1.86691	10.67144	1.00000	6.97878	4.87425	80.17829	2.86767	6.97315	1055.47614	6.44429	59.59192	34.31
6.70878	62.80469	8.58185	5.66145	26.97253	7.09236	20.15787	5.83732	0.00000	9.29927	5.86696	66.00395	5.90567	5.72369	1056.08294	8.34046	22.49547	49.65186
5.44497	48.72461	9.02957	5.65850	-1.4001	9.31387	8.93594	3.21290	0.00000	5.37945	7.38011	75.10898	6.82759	8.45931	1142.12701	8.09649	49.31427	7.06273
10.96065	37.46111	8.02544	3.57955	-6.03731	6.08336	13.23312	8.41916	1.00000	9.74633	7.52585	55.89331	3.78747	10.30494	1075.48773	7.36428	43.95408	37.35813
7.64727	48.95467	7.21684	8.30126	-6.03731	6.20418	17.54036	6.56672	1.00000	8.65637	5.35155	73.92011	9.02943	9.13227	1086.05868	8.73199	58.25258	37.35813
6.42180	46.44526	6.94721	9.11450	-104.22884	7.35005	3.53389	9.36584	1.00000	7.41502	4.95102	73.79511	2.99193	5.76548	1142.97851	7.11681	46.51652	32.42067
6.09694	60.53378	7.62027	6.67762	-82.90375	6.39125	7.21704	5.30378	0.00000	6.61661	7.63029	55.26961	1.44439	5.78784	1100.43764	6.10438	39.32429	32.54044
4.44182	45.62239	5.27841	9.26158	120.5875	6.91330	11.68294	8.39853	1.00000	6.09195	4.96949	91.16573	3.27018	4.85503	1062.20130	7.53263	52.20229	16.455
7.78778	27.95739	11.98758	8.71895	85.94001	8.78644	14.17676	6.40565	0.00000	8.64630	8.74565	60.73394	3.90703	4.96351	1095.21021	7.08349	28.29830	25.49043
5.93957	49.91779	9.86070	7.65311	-73.89125	7.35554	22.05931	4.45337	1.00000	7.41505	9.58125	72.30851	6.51481	8.22891	1143.83080	8.29092	59.37065	40.67705
6.82107	50.89327	9.27839	6.34674	-8.2194	7.00245	28.94189	5.87421	1.00000	8.03684	8.78985	59.23468	4.31748	8.82169	1166.43908	7.54998	61.46448	43.48961
5.78066	31.57732	7.44793	4.01275	9.22796	6.68245	30.58644	4.93876	0.00000	7.67077	8.26198	85.35600	10.84867	8.75776	1131.29600	8.87291	41.76080	48.46458
5.89060	43.99788	8.40271	4.63176	15.07041	6.03977	16.51904	5.84451	0.00000	5.84706	6.92073	61.22506	2.71003	7.01214	1167.76893	5.49289	54.52864	37.49223
5.89311	48.77020	8.84885	5.26395	124.95278	7.45265	14.73229	4.36222	0.00000	4.95141	6.14915	64.78437	2.72889	7.11730	1084.29764	6.48290	37.16784	6.33444
7.47209	41.34041	10.05214	7.75288	24.99798	7.44627	3.39124	6.96192	0.00000	6.18292	10.66087	69.33352	6.20836	4.32993	1143.25935	8.21378	44.43204	-8.73508
9.08931	42.60786	6.43401	9.98471	40.74357	8.40196	11.42555	3.83005	1.00000	8.41584	8.40130	70.13151	2.35367	8.06929	1127.22709	6.60517	53.08647	37.31309
6.32191	55.03871	6.56282	5.70346	-117.79394	6.35358	7.22237	4.69314	0.00000	7.20486	6.68345	67.24960	1.64114	6.95869	1070.31108	6.69944	67.06941	33.76446
7.17152	36.76133	8.92136	7.80692	38.01667	7.13906	11.72509	8.09689	0.00000	7.47848	10.62140	69.94934	2.94502	6.52766	1186.96486	6.75917	51.61308	11.85
5.73076	42.61523	5.72646	8.82145	13.57661	7.09363	16.11336	9.26570	1.00000	7.78180	6.55009	56.24084	4.86008	7.51649	1088.68132	7.83520	43.04882	37.31065
4.53973	47.55921	5.15439	9.84543	-62.64102	8.04425	15.59111	10.15866	1.00000	6.08972	5.22922	74.56009	2.39109	6.49146	1145.33208	5.57013	72.93399	8.35122
5.32616	63.35566	5.57121	8.83055	105.75635	6.54338	14.18403	9.47647	1.00000	7.79048	7.64642	63.64432	4.66250	6.51084	1082.36210	8.06314	64.39015	10.29085
7.07518	75.26046	5.76535	9.54171	122.05228	7.57972	14.26792	10.20363	1.00000	7.79765	6.04283	78.72368	12.95238	4.85153	1157.40648	9.15769	29.15352	37.19723
5.59975	46.80728	6.09135	6.98806	3.50309	7.32259	13.86252	5.31214	0.00000	7.63203	6.67501	82.83812	0.92576	7.37177	1195.55440	5.45086	43.03580	34.15429
5.56736	36.85053	7.43646	8.45542	-81.23621	6.08972	17.97069	10.17705		9.45969	4.92515		3.98058	6.80443	1188.11159	7.53866	32.25120	33.98154
6.55676	36.68002	6.70064	8.30141	-75.23266	7.52395	28.17509	9.87604	1.00000	7.78678	7.30774	83.31781	7.87459	5.34648	1077.50327	8.56155	43.02398	43.1009
8.51817	51.49043	10.18086	5.72841	102.56365	7.12069	17.79900	6.53123	1.00000	8.70659	8.02098	78.98410	6.20424	7.58961	1176.14951	8.22540	39.12547	13.65805
13.31198	59.86435	7.37365	6.78018	-74.28459	8.03512	13.63592	5.90378	1.00000	7.54885	5.54686	69.73507	6.55293	9.37286	1130.72308	8.32948	66.77721	40.5576
9.78841	56.38928	8.81164	6.91501	-100.88023	7.72171	5.14805	5.33973	1.00000	7.04648	7.51471	73.08191	4.34947	8.86115	1162.27535	7.51369	48.70356	20.21322
6.33639	61.38738	8.43262	7.76296	88.28637	7.34179	12.11951	7.52287	0.00000	7.44126	9.77990	76.49293	2.06941	8.19986	1183.61268	5.16827	45.98130	23.07492
6.87325	42.57225	6.40378	8.68357	-82.00919	7.69012	18.92272	9.91942	1.00000	7.93836	7.66003	80.92697	2.78536	6.75811	1139.64894	5.59216	52.55558	23.04419
4.69925	37.61949	6.37208	6.52444	117.81667	8.06344	10.86293	7.17917	0.00000	7.28630	10.30553	84.79529	4.85793	6.53322	1169.37355	7.94349	47.00261	36.81667
6.67657	35.32430	10.10638	4.48295	128.63083	7.88305	7.50201	4.98285	0.00000	7.19652	6.09406	87.91110	2.77053	5.49592	1065.34235	6.23921	50.54378	36.82167
5.48583	70.71945	6.18722	7.70930	-82.4017	8.68227	29.23080	4.87897	1.00000	7.73320	6.98284	60.94640	3.79070	7.46708	1084.94365	7.21090	76.59554	23.0072
10.38504	49.28783	7.34055	4.46097	-77.03116	6.50511	12.53420	7.65976	1.00000	7.28013	7.54984	73.53808	3.83104	10.87117	1156.77591	7.51288	57.05324	3.8801
5.80681	55.10139	7.09448	8.30472	38.01667	7.19537	16.44964	9.53421	1.00000	6.34017	6.19462	48.95007	3.65174	6.61640	1134.27134	7.24147	57.09731	-5.41667
6.24582	43.97608	8.23469	8.24564	12.16179	8.32940	20.33555	8.63388	1.00000	7.79561	4.24075	63.22697	2.32042	4.38420	1077.14829	6.25715	59.83227	48.52961
10.06044	64.09645	9.69312	6.18503	106.85417	6.43532	-2.86838	4.13105	1.00000	6.31464	8.43220	66.88767	3.48051	11.26347	1160.17121	6.41882	52.45556	-6.48167
9.38395	48.51563	9.67426	6.78108	40.74357	5.99565	27.06934	5.74064	1.00000	6.90473	9.74858	71.58408	2.21919	6.68932	1186.97237	5.78836	59.68501	37.31309
6.76045	35.54685	4.61509	9.83687	4.52514	7.86783	11.37440	10.02949	1.00000	9.19312	6.39590	65.69149	6.36837	5.08690	1057.30085	8.37771	51.01682	12.74482
7.01032	21.68988	11.31255	6.94462	-2.68758	6.94478	10.71464	5.43622	0.00000	8.54993	7.03495	76.01418	4.27936	5.68573	1115.40524	7.63286	65.50196	53.69786
7.84548	64.31548	9.73157	4.52295	73	8.96812	11.25049	6.61033	1.00000	8.07794	9.34228	67.98191	4.39722	10.17759	1082.14477	8.11444	46.18664	40.93333
5.27151	56.25546	8.84633	6.42805	78.25795	7.49027	19.78470	5.64724	0.00000	7.77013	6.79172	60.53416	19.05014	7.33180	1122.67202	9.54344	45.64665	9.82564
7.57962	67.34499	10.65795	6.24485	-80.22588	9.08762	14.67847	5.45801	1.00000	8.51424	8.63115	65.34785	5.79071	8.14019	1053.97591	7.98035	56.33322	26.2173
4.74231	70.44484	3.91559	2.58922	-59.13316	8.11729	14.39852	7.55102	0.00000	7.95240	9.06493	77.93085	3.74846	8.99715	1085.27377	7.50552	37.79924	-37.32167
8.24729	51.32356	6.60777	7.29958	-48.52333	6.69230	21.87294	7.73795	0.00000	8.99757	7.57198	69.20717	2.52669	4.79581	1148.28668	6.68044	66.68928	-0.71667
8.26891	29.00585	8.07314	6.36084	168.31366	6.77124	23.14356	6.60198	1.00000	7.26284	9.79489	72.93082	1.50661	8.03174	1156.39624	6.08973	53.58015	-17.73648
12.85145	67.95879	9.16567	4.81850	46.04833	8.94369	-4.64899	7.33057	1.00000	8.54292	5.63531	74.56117	2.29619	8.67452	1195.10373	6.94415	66.35822	51.40944
6.38113	58.65041	9.91352	5.32568	4.25633	6.75075	10.16741	4.70824	0.00000	7.04474	8.01432	70.61304	8.37867	4.30760	1100.46544	8.57641	45.00396	51.21187
5.62580	51.28012	7.37909	6.70508	120.4861	6.48709	17.48188	6.72778	0.00000	4.95826	10.69496	69.09898	5.96265	6.45972	1087.42392	8.19047	39.35555	16.0438
3.86313	47.51376	8.04750	7.27981	111.50861	8.65134	19.94858	6.44560	1.00000	8.15856	4.64682	66.73805	3.15196	5.12117	1063.24167	7.40831	55.04406	32.54278
8.58445	54.36594	5.97510	9.47714	-71.29144	7.53456	13.19187	11.99917	1.00000	7.31918	7.56430	66.86895	15.75318	7.60798	1111.67502	9.35321	45.63246	41.54566
5.49203	55.53670	5.77260	8.81331	86.00214	7.82518	30.11315	8.69367	1.00000	8.52288	5.99192	63.06508	5.08514	6.03816	1108.15127	7.87588	36.41743	46.51872
7.68714		11.75497	8.21859	31.33078	7.06069	21.05924	5.98031	0.00000	8.06717	8.99931	68.72881	3.93595	4.35865	1187.26116	7.57192	19.14030	47.56494
10.62729	54.31275	9.12109	6.47939	125.51176	8.70498	-2.93379	6.59663	1.00000	7.93276	7.25563	73.10298	2.21715	6.78630	1167.00223	6.67558	44.83286	42.64031
7.37387	64.84880	9.04538	4.95845	-73.99681	8.32701	30.85422	6.90199	0.00000	8.78987	5.34212	75.86310	2.24260	5.05348	1188.33352	6.62529	14.95427	40.94065
5.52564	50.54717	7.35796	8.24686	8.77155	9.29504	11.50040	7.38685	1.00000	7.93330	5.73682	59.31708	1.75561	5.83077	1057.13042	5.14976	45.89067	50.23019
7.45703	34.14049	8.62179	4.32967	-122.2054	6.35908	21.94107	7.12035	1.00000	9.22267	9.57010	79.01673	1.58999	10.92670	1146.66697	5.53362	37.44917	47.76232
6.38197	24.72709	7.40037	5.97460	37.3825	6.40207	25.59101	7.75209	0.00000	6.78035	8.89312	57.00541	1.42005	8.72778	1136.00710	5.29997	58.11485	37.05944
7.43439	39.34635	5.87345	9.67705	73.66633	6.51046	1.69660	10.88403	1.00000	7.13993	6.95328	74.55760	3.06111	8.27377	1168.87177	7.23481	52.46146	25.92493
10.47663	88.36834	9.48092	6.15437	-2.58736	6.34782	17.54371	4.96087	1.00000	6.88209	8.21186	68.77986	6.33206	9.94944	1067.43551	8.16725	24.68626	56.56317
6.86014	38.13814	9.27123	7.13024	30.2049	7.93046	17.99071	6.58530	0.00000	6.65577	10.31218	68.19046	1.75421	5.51583	1079.24124	7.07282	52.46988	55.1904
7.64433	61.35688	4.96148	9.85162	-82.46148	8.22798	3.42546	9.41187	1.00000	7.49128	5.63109	71.37846	4.03907	5.91601	1146.27417	6.83455	21.30419	28.15112
9.71209	43.33565	9.37522	5.39846	43.83992	8.84001	12.58499	7.51262	1.00000	5.56806	8.58766	85.64477	1.97492	6.78662	1103.55516	7.11026	58.57355	55.39485
7.37657	37.51584	7.72662	8.37477	17.10558	7.22754	17.17059	4.16630	1.00000	7.05312	8.88384	92.89135	3.14474	9.57236	1080.24476	5.20475	53.83586	61.72744
9.13902	68.37610	6.20324	4.83795	24.71204	5.73487	20.59439	5.37847	0.00000	8.34007	6.41208	66.32522	9.06284	4.79836	1175.52795	8.64499	64.14594	41.57439
7.78506	53.81454	8.00982	7.03408	10.18527	9.43815	18.34914	6.17666	1.00000	6.15545	9.11913	72.41386	2.90411	7.94321	1112.30321	7.09199	65.69100	47.98372
3.79387	36.98728	12.34790	6.73263	9.37082	7.74840	23.02264	5.19780	0.00000	8.01302	7.00655	74.38401	3.12042	7.92376	1172.91653	7.85655	23.96604	36.08497
7.69249	42.65663	7.52316	5.18457	-73.89125	5.10642	49.50884	8.15475	0.00000	7.67396	4.73948	75.93050	4.03069	4.17084	1184.47680	7.55495	41.64766	40.67705
6.62682	57.93618	8.44163	5.37212	-100.88023	6.21335	30.04068	4.62013	0.00000	9.63617	6.88483	81.44759	5.64144	7.62422	1067.74314	8.11399	56.36309	20.21322
6.01533	38.69997	8.34562	4.78267	29.41824	8.17945	8.08328	4.39286	0.00000	8.21954	8.65355	61.32276	2.69839	7.22943	1061.03398	6.52784	37.41015	45.99194
6.75229	44.49842	10.99583	4.80407	36.7138	9.25521	19.14902	6.79282	1.00000	8.15290	10.63994	68.07233	2.51665	7.65419	1074.16680	5.85284	74.05874	35.95664
12.12822	31.40344	6.91258	5.08821	-117.71978	8.10724	13.98906	7.22254	1.00000	5.51647	6.43164	58.60517	3.41918	10.85775	1117.91757	7.28326	39.21447	34.09668
5.68414	63.02940	9.18916	5.16996	139.55722	7.83239	24.80354	4.96690	0.00000	10.72119	7.68428	55.79168	3.22550	3.84818	1095.05210	7.42871	47.06082	36
4.97691	56.78948	7.86207	5.25586	68.21204	8.13130	25.91617	5.77595	0.00000	6.88777	7.09803	69.25663	6.37144	6.99598	1064.27606	8.31926	56.43216	27.55898
8.14737	52.46888	11.19067	7.32740	-101.2591	8.56755	33.05984	6.93688	0.00000	7.39716	8.53037	64.95994	6.33578	5.90287	1102.35910	8.25523	65.28769	21.01858
9.03616	45.45206	9.62889	5.36929	73.85535	7.75499	29.12169	6.09355	1.00000	7.30735	8.35331	70.08685	2.41250	9.57516	1066.79009	6.83922	38.28180	18.51957
5.32449	60.71326	9.31333	8.31161	-116.37697		9.09827	7.07205	0.00000	7.14914	8.72812	87.19539	5.00875	3.78467	1062.16684	7.95809	34.02589	33.72255
7.43704	47.93586	9.77598	4.97036	-120.45794	8.17458	14.45602	4.23851	0.00000	5.83713	10.44987	63.18347	3.08616	4.51907	1162.88940	7.02031	68.75276	34.63915
9.43567	43.92180	6.24102	6.67770	2.31889	6.75129	28.41649	7.84265	1.00000	5.96794	9.26573	75.70780	7.50585	6.90245	1162.38833	8.47775	59.75533	35.21222
6.19049	62.50559	11.27218	9.40441	104.09701	9.05524	30.00965	6.76843	0.00000	5.98475	6.67738	81.56968	8.57424	5.96997	1166.01379	8.76238	38.67775	-1.26424
6.07653	44.21595	8.84695	6.87462	9.02596	5.94392	18.90081	6.62603	0.00000	7.40381	9.02529	50.59226	2.63987	5.75977	1054.04777	6.14453	57.13970	48.21644
9.28532	33.30068	9.39455	5.69864	8.4493	5.02439	25.48297	5.81830	1.00000	8.00158	7.92816	77.17345	2.32371	9.77258	1181.56622	5.43137	72.15867	50.09019
6.31429	63.80283	8.33089	6.52928	-68.3	7.27573	7.86201	7.55134	0.00000	8.05828	8.87494	72.45421	4.66185	6.32934	1073.33080	8.13902	61.50904	-54.8
6.03509	46.70470	9.03085	5.89412	103.61667	9.03074	22.62581	5.66569	0.00000	7.55118	8.39241	57.49358	3.29322	5.44713	1167.63591	7.23087	26.55841	-1.6
5.61979	48.33550	6.84389	4.51584	16.4	7.69231	29.62039	5.81083	0.00000	8.73869	9.05069	64.08426	3.74840	8.22774	1185.33487	7.24501	60.48291	48.25
5.19108	50.47308	10.42015	4.94390	4.25633	6.30397	11.62525	3.52532	0.00000	8.09396	6.48221	67.47664	7.01826	8.36078	1171.80010	8.34710	53.35438	51.21187
8.30278	51.95233	11.55817	6.72359	5.22778	7.01054	31.84886	6.20287	0.00000	7.38585	8.48895	61.57770	2.95983	4.17627	1097.97994	6.33556	40.07232	51.955
9.00556	31.04336	6.30146	7.67608	31.4976	5.76178	16.54258	6.22765	1.00000	8.78928	10.35749	89.84913	2.93057	7.67398	1110.49774	5.68989	61.57893	26.67319
9.01655	37.15125	4.12647	9.89077	15.00835	7.46101	5.52108	8.81016	1.00000	6.86020	7.52579	73.16658	2.74629	7.99556	1097.51222	6.95724	53.15417	51.14942
7.15833	36.81422	8.18846	5.62054	-9.24671	6.48137	1.03253	8.11845	0.00000	7.69357	9.30426	68.59182	12.56617	6.23058	1144.25370	9.06438	30.92200	38.72706
8.02060	63.81497	12.84814	4.37529	-85.43772	7.35596	23.85361	7.46023	1.00000	5.02325	7.79169	78.07104	3.54319	5.75733	1112.34780	7.13906	25.65830	10.63504
6.62966	46.06535	8.69963	6.01379	3.47717	9.46998	11.55963	8.49659	0.00000	5.60878	4.04445	53.93913	26.89153	5.51114	1117.06634	9.91539	43.22836	36.76639
6.81444	47.28751	9.69146	7.60563	36.25361	8.34678	30.69636	7.12844	0.00000	8.68735	8.86179	70.54907	4.07055	6.30000	1198.57075	7.58104	62.40986	47.48444
6.46518	41.13372	6.58157	4.72934	-72.27814	6.88715	4.83995	7.33434	0.00000	7.61540	10.13866	51.95152	10.77743	8.01459	1133.32922	8.90966	42.84728	42.93369
6.73238	49.71830	5.70036	5.54484	-82.32483	8.58386	22.24565	4.60785	0.00000	6.86529	7.20149	65.51102	2.69784	6.37196	1155.90768	6.94954	55.16908	29.65163
8.03000	57.02793	8.64618	5.01421	14.01481	6.46047	20.07558	8.53724	1.00000	8.75022	8.42985	66.18779	2.45200	6.93243	1064.94354	4.72514	31.84308	42.67164
8.46897	47.49817	7.26567	8.02338	105.75635	9.24987	22.05953	5.07551	1.00000	8.31898	8.41409	90.93363	1.71569	8.94353	1108.68139	5.71210	78.97278	10.29085
4.35658	64.69620	5.87734	8.48433	100.04427	6.00380	23.10010	9.63496	1.00000	7.67972	6.67473	71.02833	4.87773	3.60720	1178.14003	7.80384	44.65060	13.8196
9.01291	40.41084	10.38195	5.27867	-93.12577	7.40146	23.83846	6.18316	1.00000	9.59223	6.47278	77.05066	6.40323	9.34999	1186.60486	8.22854		44.73941
11.08057	43.81935	6.05393	6.64690	128.63083	7.48317	-7.44449	7.27086	1.00000	7.07029	7.70805	66.13681	6.71054	8.36697	1094.62567	8.29254	86.60038	36.82167
6.78261	40.45478	7.48334	8.22917	-74.96933	4.97333	17.44520	8.00431	1.00000	6.84234	5.21834	72.58518	3.38409	6.64070	1092.89302	7.52315	50.68555	39.71734
5.86397	44.51926	7.15773	3.19822	-95.44744	8.53817	-0.05771	5.30855	0.00000	7.65434	8.71208	59.53888	3.41800	6.05195	1164.15321	6.25269	49.98123	29.53885
5.64350	71.41311	5.52444	9.97255	75.92694	6.97057	13.16687	10.89713	1.00000	8.13706	5.09552	59.35262	3.88533	3.96826	1144.24819	7.01787	56.91660	14.46693
6.44126	56.13986	10.37805	6.42566	-86.19903	7.40781	25.33319	5.71537	0.00000	6.31874	7.56328	66.94585	1.26726	4.39330	1068.80129	4.97602	54.46045	11.84962
3.75214	56.66644	9.38634	7.07875	-71.8023	7.80149	12.30744	5.32691	0.00000	8.57448	6.88732	84.18024	5.25786	7.31125	1148.80953	7.73333	47.89724	42.58342
5.02613	16.04066	8.33137	7.57188	-75.60804	6.57247	15.09779	9.73692	1.00000	6.36516	6.11197	72.46964	2.37528	6.35048	1108.25282	6.41487	40.68746	39.96097
4.99642	46.47078	9.03455	5.42682	120.56528	6.11044	19.88247	3.48698	0.00000	7.45922	8.12415	73.48937	5.35736	5.24675	1059.27887	8.12120	86.70984	14.66
5.01538	53.92413	7.53195	8.20538	137.23333	6.84247	16.74678	9.05914	1.00000	7.46292	4.73085	80.11372	3.69738	7.83173	1113.70416	6.38268	55.14249	35.8
9.19183	41.59632	6.07089	9.79704	30.98551	6.64425	8.61547	9.78134	1.00000	6.71696	6.96333	62.36477	3.01367	6.71239	1067.48424	5.52805	54.63310	2.41669
5.82270	45.20872	7.51412	3.69547	12.87117	7.05030	39.70937	4.89540	0.00000	7.59971	8.54673	54.30718	2.30367	6.81002	1166.91497	6.75534	44.42343	50.23271
